wrote tmp/today_saletimes_0922.txt  rows=140  slots=[('00:00', 2), ('10:00', 24), ('10:15', 5), ('10:30', 5), ('10:45', 5), ('11:00', 26), ('11:15', 5), ('11:30', 5), ('11:45', 5), ('12:00', 19), ('12:15', 5), ('12:30', 5), ('13:00', 2), ('14:30', 2), ('15:30', 2), ('16:30', 2), ('17:30', 2), ('18:00', 2), ('18:30', 2), ('19:00', 2), ('19:15', 1), ('20:00', 2), ('21:00', 6), ('22:00', 3), ('23:00', 1)]
3671  第425回市民の劇場 「第48回ぎふアジア映画祭
00:00  id3684  わたしたちのルノワール 日本が愛した、幸せの画家
10:00  id950  天満天神繁昌亭
10:00  id1265  大日本プロレス
10:00  id3406  反田恭平&ザルツブルク・モーツァルテウム管弦楽団
10:00  id3594  真一文字の会 ～春風亭一之輔勉強会～
10:00  id4350  ミュージカル『ミー&マイガール』
10:00  id5107  国際音楽祭ヤング・プラハ INTOKYO 創立3
10:00  id6162  第5回おしゃべりコンサート
10:00  id8318  ジャパンレプタイルズショー2027 in 東京 
10:00  id8355  大阪プロレス
10:00  id11218  第7回 入船亭扇七ネタ下ろしひとり会 わん丈作・
10:00  id11312  信時潔歌曲の夕べ～新版歌曲選集の出版に寄せて
10:00  id17231  福岡ソフトバンクホークス 英国風パブ HUB ス
10:00  id17232  中村ゆかり&ブルーノ・カニーノ ニューイヤー・デ
10:00  id17233  2026 パーソル クライマックスシリーズ パ 
10:00  id17233  2026 パーソル クライマックスシリーズ パ 
10:00  id17233  2026 パーソル クライマックスシリーズ パ 
10:00  id17233  2026 パーソル クライマックスシリーズ パ 
10:00  id17332  2026 パーソル クライマックスシリーズ パ 
10:00  id17334  2026 パーソル クライマックスシリーズ パ 
10:00  id17335  2026 パーソル クライマックスシリーズ パ 
10:00  id17336  2026 パーソル クライマックスシリーズ パ 
10:00  id18855  青木マッチョ
10:00  id19169  青木マッチョ
10:00  id20909  西村ヒロチョ／マリーマリー／ハヤヲ
10:15  id15138  【10月10日(土) 】トリック・オア・トリート
10:15  id15236  【10月11日(日) 】トリック・オア・トリート
10:15  id15331  【10月12日(月祝) 】トリック・オア・トリー
10:15  id15564  【10月17日(土) 】トリック・オア・トリート
10:15  id15667  【10月18日(日) 】トリック・オア・トリート
10:30  id15138  【10月10日(土) 】トリック・オア・トリート
10:30  id15236  【10月11日(日) 】トリック・オア・トリート
10:30  id15331  【10月12日(月祝) 】トリック・オア・トリー
10:30  id15564  【10月17日(土) 】トリック・オア・トリート
10:30  id15667  【10月18日(日) 】トリック・オア・トリート
10:45  id15138  【10月10日(土) 】トリック・オア・トリート
10:45  id15236  【10月11日(日) 】トリック・オア・トリート
10:45  id15331  【10月12日(月祝) 】トリック・オア・トリー
10:45  id15564  【10月17日(土) 】トリック・オア・トリート
10:45  id15667  【10月18日(日) 】トリック・オア・トリート
11:00  id1640  フォレスタ
11:00  id5016  TJHiroshimaチケット企画
11:00  id5016  TJHiroshimaチケット企画
11:00  id5016  TJHiroshimaチケット企画
11:00  id5016  TJHiroshimaチケット企画
11:00  id15138  【10月10日(土) 】トリック・オア・トリート
11:00  id15236  【10月11日(日) 】トリック・オア・トリート
11:00  id15331  【10月12日(月祝) 】トリック・オア・トリー
11:00  id15564  【10月17日(土) 】トリック・オア・トリート
11:00  id15667  【10月18日(日) 】トリック・オア・トリート
11:00  id18856  青木マッチョ
11:00  id18864  空前メテオ／ジョックロック／例えば炎
11:00  id18864  空前メテオ／ジョックロック／例えば炎
11:00  id19170  青木マッチョ
11:00  id20892  コロコロチキチキペッパーズ 西野／ナダル／ZAZ
11:00  id20892  コロコロチキチキペッパーズ 西野／ナダル／ZAZ
11:00  id20904  サルゴリラ
11:00  id20904  サルゴリラ
11:00  id20908  今井らいぱち／ライス 田所仁／小森園ひろし
11:00  id20908  今井らいぱち／ライス 田所仁／小森園ひろし
11:00  id20910  ダイタク／ダンビラムーチョ
11:00  id20910  ダイタク／ダンビラムーチョ
11:00  id20911  囲碁将棋／ダイタク／ダンビラムーチョ
11:00  id20911  囲碁将棋／ダイタク／ダンビラムーチョ
11:00  id20912  ダイタク／囲碁将棋／ダンビラムーチョ
11:00  id20912  ダイタク／囲碁将棋／ダンビラムーチョ
11:15  id15138  【10月10日(土) 】トリック・オア・トリート
11:15  id15236  【10月11日(日) 】トリック・オア・トリート
11:15  id15331  【10月12日(月祝) 】トリック・オア・トリー
11:15  id15564  【10月17日(土) 】トリック・オア・トリート
11:15  id15667  【10月18日(日) 】トリック・オア・トリート
11:30  id15138  【10月10日(土) 】トリック・オア・トリート
11:30  id15236  【10月11日(日) 】トリック・オア・トリート
11:30  id15331  【10月12日(月祝) 】トリック・オア・トリー
11:30  id15564  【10月17日(土) 】トリック・オア・トリート
11:30  id15667  【10月18日(日) 】トリック・オア・トリート
11:45  id15138  【10月10日(土) 】トリック・オア・トリート
11:45  id15236  【10月11日(日) 】トリック・オア・トリート
11:45  id15331  【10月12日(月祝) 】トリック・オア・トリー
11:45  id15564  【10月17日(土) 】トリック・オア・トリート
11:45  id15667  【10月18日(日) 】トリック・オア・トリート
