wrote tmp/today_saletimes_0922.txt  rows=140  slots=[('00:00', 2), ('10:00', 24), ('10:15', 5), ('10:30', 5), ('10:45', 5), ('11:00', 26), ('11:15', 5), ('11:30', 5), ('11:45', 5), ('12:00', 19), ('12:15', 5), ('12:30', 5), ('13:00', 2), ('14:30', 2), ('15:30', 2), ('16:30', 2), ('17:30', 2), ('18:00', 2), ('18:30', 2), ('19:00', 2), ('19:15', 1), ('20:00', 2), ('21:00', 6), ('22:00', 3), ('23:00', 1)]
12:00  id10471  ONE ASIA WORLD メダリストセレブレ
12:00  id11204  Back to the Holiday
12:00  id15138  【10月10日(土) 】トリック・オア・トリート
12:00  id15236  【10月11日(日) 】トリック・オア・トリート
12:00  id15331  【10月12日(月祝) 】トリック・オア・トリー
12:00  id15564  【10月17日(土) 】トリック・オア・トリート
12:00  id15667  【10月18日(日) 】トリック・オア・トリート
12:00  id17540  キヨミデラックス(ミニ)／つかちゃん(シャニムニ
12:00  id17550  上記参照
12:00  id17554  tear💧、むんむ、ひょろし、FREEMONKE
12:00  id17555  上記参照
12:00  id18107  石山千尋／内田愛彩／岡腰星来
12:00  id18107  石山千尋／内田愛彩／岡腰星来
12:00  id18205  池田典愛／石山千尋／板垣心和
12:00  id18205  池田典愛／石山千尋／板垣心和
12:00  id18253  青原優花／池田典愛／石山千尋
12:00  id18253  青原優花／池田典愛／石山千尋
12:00  id18857  青木マッチョ
12:00  id19171  青木マッチョ
12:15  id15138  【10月10日(土) 】トリック・オア・トリート
12:15  id15236  【10月11日(日) 】トリック・オア・トリート
12:15  id15331  【10月12日(月祝) 】トリック・オア・トリー
12:15  id15564  【10月17日(土) 】トリック・オア・トリート
12:15  id15667  【10月18日(日) 】トリック・オア・トリート
12:30  id15138  【10月10日(土) 】トリック・オア・トリート
12:30  id15236  【10月11日(日) 】トリック・オア・トリート
12:30  id15331  【10月12日(月祝) 】トリック・オア・トリー
12:30  id15564  【10月17日(土) 】トリック・オア・トリート
12:30  id15667  【10月18日(日) 】トリック・オア・トリート
13:00  id18858  青木マッチョ
13:00  id19172  青木マッチョ
14:30  id18859  青木マッチョ
14:30  id19173  青木マッチョ
15:30  id18860  青木マッチョ
15:30  id19174  青木マッチョ
16:30  id18861  青木マッチョ
16:30  id19175  青木マッチョ
17:30  id18862  青木マッチョ
17:30  id19176  青木マッチョ
18:00  id7822  櫻坂46
18:00  id16987  大森洋平
18:30  id18863  青木マッチョ
18:30  id19177  青木マッチョ
19:00  id11826  開歌-かいか-
19:00  id13295  Aruse／q1xe／青林檎
19:15  id13296  Aruse／q1xe／青林檎
20:00  id20483  【DAY 3 CLOSING BEAR’S BA
20:00  id20484  【DAY 3 CLOSING BOY’S BAS
21:00  id12404  甘夏ゆず
21:00  id12920  New Crown 2nd ONEMAN LIV
21:00  id12920  New Crown 2nd ONEMAN LIV
21:00  id12920  New Crown 2nd ONEMAN LIV
21:00  id17434  嘔吐 2nd ONE-MAN LIVE
21:00  id17434  嘔吐 2nd ONE-MAN LIVE
22:00  id11405  KID BANG／Ryunosuke／1NE-G
22:00  id11781  バイきんぐ小峠／スパローズ大和
22:00  id17539  秋休／Sion／名迫僚太
23:00  id20511  Verrückt × unchained
