id177 | 山内惠介 ディナーショー 2026 | 一般発売（静岡 11/23公演）〜11/20 23:59 | date=2026-11-20 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2634031
id353 | ミュージカル『SPY×FAMILY 2 爆弾犬篇＆豪華客船篇』 | 一般発売（福岡 11/7〜11/22公演）〜11/20 23:59 | date=2026-11-20 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2667826
id353 | ミュージカル『SPY×FAMILY 2 爆弾犬篇＆豪華客船篇』 | 一般発売（山形 12/27〜12/29公演）〜12/23 23:59 | date=2026-12-23 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2667826
id591 | 小椋佳 | 先行（埼玉 12/12公演）〜9/16 23:59 | date=2026-09-16 start= | https://t.pia.jp/pia/event/event.do?eventCd=2635133
id668 | 佐藤竹善 Your Christmas Night 2026 | 一般発売（北海道 12/26公演）〜12/25 23:59 | date=2026-12-25 start= | https://t.pia.jp/pia/event/event.do?eventCd=2622940
id668 | 佐藤竹善 Your Christmas Night 2026 | 一般発売（青森・宮城 11/22〜11/23公演）〜11/22 23:59 | date=2026-11-22 start= | https://t.pia.jp/pia/event/event.do?eventCd=2627537
id668 | 佐藤竹善 Your Christmas Night 2026 | 一般発売（山梨・長野・兵庫 11/29〜12/13公演）〜12/12 23:59 | date=2026-12-12 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628717
id668 | 佐藤竹善 Your Christmas Night 2026 | 一般発売（新潟 11/28公演）〜11/27 23:59 | date=2026-11-27 start= | https://t.pia.jp/pia/event/event.do?eventCd=2626893
id668 | 佐藤竹善 Your Christmas Night 2026 | 一般発売（石川 12/5公演）〜12/4 23:59 | date=2026-12-04 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628236
id668 | 佐藤竹善 Your Christmas Night 2026 | 一般発売（愛知 12/9公演）〜12/8 23:59 | date=2026-12-08 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628634
id668 | 佐藤竹善 Your Christmas Night 2026 | 一般発売（静岡 12/12公演）〜12/11 23:59 | date=2026-12-11 start= | https://t.pia.jp/pia/event/event.do?eventCd=2623727
id668 | 佐藤竹善 Your Christmas Night 2026 | 一般発売（福岡 12/22〜12/23公演）〜12/22 23:59 | date=2026-12-22 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628756
id668 | 佐藤竹善 Your Christmas Night 2026 | 一般発売（岡山 12/2公演）〜12/1 23:59 | date=2026-12-01 start= | https://t.pia.jp/pia/event/event.do?eventCd=2627004
id672 | The Novembers 2026 | 一般発売（東京 12/2公演）〜12/1 23:59 | date=2026-12-01 start= | https://t.pia.jp/pia/event/event.do?eventCd=2633750
id690 | 手嶌葵 2026 | 先行（東京 R9年 1/30公演）〜9/24 23:59 | date=2026-09-24 start= | https://t.pia.jp/pia/event/event.do?eventCd=2633532
id690 | 手嶌葵 2026 | 先行（福岡 R9年 2/13公演）〜9/24 23:59 | date=2026-09-24 start= | https://t.pia.jp/pia/event/event.do?eventCd=2633533
id690 | 手嶌葵 2026 | 先行（東京 R9年 3/21公演）〜9/24 23:59 | date=2026-09-24 start= | https://t.pia.jp/pia/event/event.do?eventCd=2633535
id690 | 手嶌葵 2026 | 先行（大阪 R9年 4/25公演）〜9/24 23:59 | date=2026-09-24 start= | https://t.pia.jp/pia/event/event.do?eventCd=2633536
id700 | 辰巳ゆうと 2026 | 一般発売（大阪 11/17公演）〜11/14 23:59 | date=2026-11-14 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2631751
id734 | 福田こうへい 2026 | 先行（茨城 R9年 1/20公演）〜9/16 23:59 | date=2026-09-16 start= | https://t.pia.jp/pia/event/event.do?eventCd=2635338
id839 | 南佳孝 Soloism 2026 | 一般発売（広島 R9年 1/9公演）〜1/8 23:59 | date=2027-01-08 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628455
id940 | らくごDE全国ツアー VOL.14 春風亭一之輔のドッサりまわるぜ2026 | 一般発売（静岡 11/19公演）〜11/16 23:59 | date=2026-11-16 start= | https://t.pia.jp/pia/event/event.do?eventCd=2630856
id950 | 天満天神繁昌亭 | 一般発売（大阪 11/14公演）〜11/13 23:59 | date=2026-11-13 start= | https://t.pia.jp/pia/event/event.do?eventCd=2629594
id1109 | 綾小路きみまろ 爆笑スーパーライブ２０２６ | 一般発売（福岡 12/1〜12/3公演）〜12/2 23:59 | date=2026-12-02 start= | https://t.pia.jp/pia/event/event.do?eventCd=2626853
id1346 | SCOOBIE DO | 一般発売（長野 11/14〜11/15公演）〜11/14 23:59 | date=2026-11-14 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2632271
id1624 | みやけん／ヒビキpiano | 先行（東京 12/12公演）〜9/23 23:59 | date=2026-09-23 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2563382
id1624 | みやけん／ヒビキpiano | みやけん（東京 12/12公演）〜9/23 23:59 | date=2026-09-23 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2563382
id1835 | 牛田智大室内楽プロジェクト Vol.4 若き日の肖像 | 一般発売（神奈川 11/15公演）〜11/14 23:59 | date=2026-11-14 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628875
id2047 | スターダスト☆レビュー | 一般発売（福岡・長崎 11/7〜11/8公演）〜11/7 23:59 | date=2026-11-07 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2616084
id2203 | Chilli Beans. | 一般発売（石川 10/18公演）〜10/4 23:59 | date=2026-10-04 start= | https://t.pia.jp/pia/event/event.do?eventCd=2626135
id2203 | Chilli Beans. | 一般発売（札幌）（北海道 10/2公演）〜9/13 23:59 | date=2026-09-13 start= | https://t.pia.jp/pia/event/event.do?eventCd=2625753
id2203 | Chilli Beans. | 一般発売（旭川）（北海道 10/3公演）〜9/13 23:59 | date=2026-09-13 start= | https://t.pia.jp/pia/event/event.do?eventCd=2625753
id2203 | Chilli Beans. | 一般発売（長崎 10/24公演）〜10/8 23:59 | date=2026-10-08 start= | https://t.pia.jp/pia/event/event.do?eventCd=2613788
id2203 | Chilli Beans. | 一般発売（福岡 12/13公演）〜11/29 23:59 | date=2026-11-29 start= | https://t.pia.jp/pia/event/event.do?eventCd=2613790
id2203 | Chilli Beans. | 一般発売（愛知 R9年 2/18公演）〜2/3 23:59 | date=2027-02-03 start= | https://t.pia.jp/pia/event/event.do?eventCd=2627196
id2203 | Chilli Beans. | 一般発売（宮城 10/31公演）〜10/15 23:59 | date=2026-10-15 start= | https://t.pia.jp/pia/event/event.do?eventCd=2617226
id2203 | Chilli Beans. | 一般発売（福島 11/1公演）〜10/15 23:59 | date=2026-10-15 start= | https://t.pia.jp/pia/event/event.do?eventCd=2617226
id2203 | Chilli Beans. | 一般発売（大阪 R9年 1/17公演）〜1/4 23:59 | date=2027-01-04 start= | https://t.pia.jp/pia/event/event.do?eventCd=2626208
id2203 | Chilli Beans. | 一般発売（岡山・広島 11/13〜11/14公演）〜10/26 23:59 | date=2026-10-26 start= | https://t.pia.jp/pia/event/event.do?eventCd=2625540
id2203 | Chilli Beans. | 一般発売（香川・愛媛 12/5〜12/6公演）〜11/17 23:59 | date=2026-11-17 start= | https://t.pia.jp/pia/event/event.do?eventCd=2626303
id2203 | Chilli Beans. | 一般発売（東京 R9年 2/23公演）〜1/31 23:59 | date=2027-01-31 start= | https://t.pia.jp/pia/event/event.do?eventCd=2613341
id2276 | 立川談笑 独演会 | 一般発売（新潟 12/5公演）〜12/3 23:59 | date=2026-12-03 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2623035
id2317 | 伊勢正三 | 一般発売（栃木 12/13公演）〜12/10 23:59 | date=2026-12-10 start= | https://t.pia.jp/pia/event/event.do?eventCd=2629856
id2405 | 純烈 | 先行（兵庫 R9年 1/27公演）〜9/23 23:59 | date=2026-09-23 start= | https://t.pia.jp/pia/event/event.do?eventCd=2635686
id2440 | ミュージカル『RENT』 | 一般発売（福岡 11/26〜11/29公演）〜11/27 23:59 | date=2026-11-27 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2626093
id2440 | ミュージカル『RENT』 | 一般発売（愛知 12/4〜12/6公演）〜12/3 23:59 | date=2026-12-03 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2622406
id2477 | 関西フィルハーモニー管弦楽団 | 一般販売（大阪 R9年 2/6公演）〜2/4 23:59 | date=2027-02-04 start= | https://t.pia.jp/pia/event/event.do?eventCd=2633140
id2477 | 関西フィルハーモニー管弦楽団 | 一般発売（大阪 12/5公演）〜12/4 23:59 | date=2026-12-04 start= | https://t.pia.jp/pia/event/event.do?eventCd=2632925
id2517 | オペラ「フィガロの結婚」 | 一般発売（東京 12/6〜12/12公演）〜12/12 14:00 | date=2026-12-12 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2548146
id2638 | 桂米團治独演会 | 先行（東京 R9年 1/9公演）〜9/16 23:59 | date=2026-09-16 start= | https://t.pia.jp/pia/event/event.do?eventCd=2634194
id2748 | 熊本地震10年復興コンサート「FUTURE」 | 一般発売（熊本 10/18公演）〜10/17 23:59 | date=2026-10-17 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2626277
id2771 | ラックライフ | 一般発売（大阪 11/23公演）〜11/22 23:59 | date=2026-11-22 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628775
id2771 | ラックライフ | 一般発売（愛知 11/21公演）〜11/20 23:59 | date=2026-11-20 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628800
id2798 | BRASS POWER “Sounds Good!” vol.4 | 追加販売【3階席】（福岡 9/27公演）〜9/26 23:59 | date=2026-09-26 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2617391
id3032 | センチミリメンタル | 追加販売（東京 11/20公演）〜11/11 23:59 | date=2026-11-11 start= | https://t.pia.jp/pia/event/event.do?eventCd=2620682
id3129 | Pearl Drums 80th Anniversary Fest. | 一般発売（神奈川 10/17公演）〜10/14 23:59 | date=2026-10-14 start= | https://t.pia.jp/pia/event/event.do?eventCd=2626815
id3146 | 零[Hz] | 一般発売（長野 10/12公演）〜10/7 23:59 | date=2026-10-07 start= | https://t.pia.jp/pia/event/event.do?eventCd=2635755
id3148 | Chage | 一般発売（東京 10/4公演）〜10/1 23:59 | date=2026-10-01 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2622074
id3398 | アサヒスーパードライ パシフィックネーションズカップ2026 準決勝1 フィジー代表vsカナダ代表／準決勝2 日本代表vsアメリカ代表 | 一般発売（チケットぴあ）（大阪 9/12公演）当日券 | date=2026-09-12 start= | https://t.pia.jp/pia/event/event.do?eventCd=2629269
id3398 | アサヒスーパードライ パシフィックネーションズカップ2026 準決勝1 フィジー代表vsカナダ代表／準決勝2 日本代表vsアメリカ代表 | 一般発売（チケットぴあ）【車椅子席】（大阪 9/12公演）当日券 | date=2026-09-12 start= | https://t.pia.jp/pia/event/event.do?eventCd=2629269
id3422 | モーニング娘。’26 | 一般発売（広島 10/10公演）〜10/7 23:59 | date=2026-10-07 start= | https://t.pia.jp/pia/event/event.do?eventCd=2630586
id3472 | M-line Special 2026 Autumn ～NOCTURNE～ | 一般発売（東京 9/27公演）〜9/24 23:59 | date=2026-09-24 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670093
id3472 | M-line Special 2026 Autumn ～NOCTURNE～ | 2次受付（愛知 11/21公演）〜9/27 23:59 | date=2026-09-27 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670093
id3481 | ナナヲアカリ | 一般発売（茨城 10/4公演）〜9/17 23:59 | date=2026-09-17 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（岩手 10/17公演）〜9/30 23:59 | date=2026-09-30 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（宮城 10/18公演）〜9/30 23:59 | date=2026-09-30 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（愛知 10/23公演）〜10/7 23:59 | date=2026-10-07 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（神奈川 10/25公演）〜10/8 23:59 | date=2026-10-08 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（福岡 10/10公演）〜10/9 23:59 | date=2026-10-09 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（埼玉 11/3公演）〜10/18 23:59 | date=2026-10-18 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（広島 11/20公演）〜11/4 23:59 | date=2026-11-04 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（山口 11/21公演）〜11/5 23:59 | date=2026-11-05 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（千葉 11/28公演）〜11/12 23:59 | date=2026-11-12 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（大阪 12/4公演）〜11/18 23:59 | date=2026-11-18 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（京都 12/6公演）〜11/19 23:59 | date=2026-11-19 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（旭川）（北海道 12/12公演）〜11/26 23:59 | date=2026-11-26 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3481 | ナナヲアカリ | 一般発売（札幌）（北海道 12/13公演）〜11/26 23:59 | date=2026-11-26 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669946
id3493 | 『スリーゴースト』 | 一般発売（U-18チケット）（宮崎 12/3〜12/6公演）〜12/5 23:59 | date=2026-12-05 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669724
id3522 | カルロス・トシキ | 一般発売（東京 12/4公演）〜12/3 23:59 | date=2026-12-03 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669715
id3575 | 谷山浩子 | 一般発売（宮城 11/11公演）〜11/10 23:59 | date=2026-11-10 start= | https://t.pia.jp/pia/event/event.do?eventCd=2625284
id3575 | 谷山浩子 | 一般発売（兵庫 12/5公演）〜11/26 23:59 | date=2026-11-26 start= | https://t.pia.jp/pia/event/event.do?eventCd=2634048
id3602 | 名取事務所公演『追熟しない果実』 | 一般発売（兵庫 11/21公演）〜11/20 23:59 | date=2026-11-20 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628409
id3663 | 横山幸雄（p） | 一般発売（東京 R9年 1/16〜1/17公演）〜1/17 15:00 | date=2027-01-17 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2632540
id3676 | 【福岡】ナゾトキ街歩きゲーム『福岡謎解き街歩き in 天神』 | 一般発売【11/1【リアル脱出ゲーム福岡店】（日）～11/30（月）】（福岡 11/1〜11/30公演）〜11/30 18:30 | date=2026-11-30 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2666323
id3676 | 【福岡】ナゾトキ街歩きゲーム『福岡謎解き街歩き in 天神』 | 一般発売【11/1【SPACE on the Station】（日）～11/30（月）】（福岡 11/1〜11/30公演）〜11/30 18:30 | date=2026-11-30 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2666323
id3742 | ロージークロニクル | 一般発売（愛知 9/27公演）〜9/25 23:59 | date=2026-09-25 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2632988
id3922 | 大阪桐蔭高等学校吹奏楽部 特別公演 in 大和郡山 | 一般発売（奈良 10/10公演）〜10/9 23:59 | date=2026-10-09 start= | https://t.pia.jp/pia/event/event.do?eventCd=2636106
id3944 | 関東大学ラグビー 対抗戦／リーグ戦 | 一般発売（チケットぴあ）（埼玉 10/4公演）〜10/3 23:59 | date=2026-10-03 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670361
id3944 | 関東大学ラグビー 対抗戦／リーグ戦 | 一般発売（チケットぴあ）（栃木 10/11公演）〜10/10 23:59 | date=2026-10-10 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670361
id3944 | 関東大学ラグビー 対抗戦／リーグ戦 | 一般発売（チケットぴあ）（群馬 10/11公演）〜10/10 23:59 | date=2026-10-10 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670361
id3944 | 関東大学ラグビー 対抗戦／リーグ戦 | 一般発売【熊谷スポーツ文化公園 熊谷ラグビー場B】（チケットぴあ）（埼玉 10/18公演）〜10/17 23:59 | date=2026-10-17 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670361
id3944 | 関東大学ラグビー 対抗戦／リーグ戦 | 一般発売【川越運動公園 陸上競技場】（チケットぴあ）（埼玉 10/18公演）〜10/17 23:59 | date=2026-10-17 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670361
id3944 | 関東大学ラグビー 対抗戦／リーグ戦 | 一般発売（チケットぴあ）（神奈川 10/24公演）〜10/23 23:59 | date=2026-10-23 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670361
id3944 | 関東大学ラグビー 対抗戦／リーグ戦 | 一般発売（チケットぴあ）（宮城 10/25公演）〜10/24 23:59 | date=2026-10-24 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670361
id3944 | 関東大学ラグビー 対抗戦／リーグ戦 | 一般発売（チケットぴあ）（埼玉 10/25公演）〜10/24 23:59 | date=2026-10-24 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670361
id3944 | 関東大学ラグビー 対抗戦／リーグ戦 | 一般発売（チケットぴあ）（栃木 10/25公演）〜10/24 23:59 | date=2026-10-24 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670361
id4005 | ABEMA presents RISE WORLD SERIES 2026 TOKYO.2 | 一般発売（東京 9/19公演）〜9/17 23:59 | date=2026-09-17 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2631252
id4051 | K-Drama OST Tribute Concert 2026 | プリセール（神奈川 11/10公演）9/13 10:00発売 | date=2026-09-13 start=2026-09-13 | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670325
id4054 | jo0ji | 2次プレリザーブ（北海道 11/22公演）〜9/17 11:00 | date=2026-09-17 start= | https://t.pia.jp/pia/event/event.do?eventCd=2619577
id4054 | jo0ji | 3次プレリザーブ（愛知 12/5公演）〜9/23 23:59 | date=2026-09-23 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670553
id4068 | Insheart | 一般発売（福岡 10/17公演）〜10/16 23:59 | date=2026-10-16 start=2026-09-12 | https://t.pia.jp/pia/event/event.do?eventCd=2620239
id4093 | ANISON PREMIUM LIVE ささきいさお×堀江美都子×影山ヒロノブ×遠藤正明 | 2次受付（宮城 12/13公演）〜9/17 23:59 | date=2026-09-17 start= | https://t.pia.jp/pia/event/event.do?eventCd=2627571
id4099 | KOTORI pre. TORI ROCK FESTIVAL'26 | 先行（東京 12/4〜12/5公演）〜9/27 23:59 | date=2026-09-27 start= | https://t.pia.jp/pia/event/event.do?eventBundleCd=b2669467
id4103 | 矢野顕子 | 一般発売（岡山 11/24公演）〜11/8 23:59 | date=2026-11-08 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628955
id4103 | 矢野顕子 | 一般発売（広島 11/26公演）〜11/10 23:59 | date=2026-11-10 start= | https://t.pia.jp/pia/event/event.do?eventCd=2628955
