1037	engeki	おどる絵本『みえるとか みえないとか』
1038	owarai	よしもとお笑いライブｉｎ所沢
1039	owarai	ザ☆笑撃！！スペシャルものまねライブ２０２６
1040	dento	三谷文楽『人形ぎらい』
1041	owarai	新潟漫才選集
1042	owarai	次代育成落語会
1043	engeki	舞台『ペパロニ・ヴァンパイア』
1044	engeki	劇団東演公演 ピアノ・ソナタ「月光」による朗読劇『月光の夏』
1045	engeki	大長編 男肉 ｄｕ Ｓｏｌｅｉｌ
1046	engeki	大長編 男肉 ｄｕ Ｓｏｌｅｉｌ 「陰謀論と朝まで踊れ ｗｗ」高知公演
1047	engeki	朗読劇舞台『永久保貴一の極めて怖い話 ２０２６』
1048	classic	チャイコフスキー・バレエ劇場「くるみ割り人形」「白鳥の湖」
1049	owarai	大須演芸場 ８月定席寄席 ”怪談噺”（１日～４日） ”寄席を学ぼう”（５日～７日）
1050	engeki	新宿末廣亭７月余一会
1051	classic	東京バレエ団 オネーギン 全３幕
1052	owarai	河内家菊水丸東京独演会２０２６
1053	owarai	立川小春志芸歴二十周年記念落語会ｉｎ名古屋（第６２回あきつ落語会） ～演目：怪談牡丹燈籠より「忠僕孝助の槍」ほか
1054	engeki	第４８回 小金井薪能
1055	owarai	桂文珍・春風亭小朝 東西落語名人会
1056	engeki	「ナイボー！」
1057	engeki	『うま-馬に乗ってこの世の外へ-』
1058	engeki	『ものがたりの劇場「不思議の国のアリス」』
1059	engeki	『アメリカン・ドリーム』
1060	owarai	けんこう一番！秋スペシャル 第３８回三遊亭兼好独演会
1061	engeki	ほしのディスコ ４ｔｈ Ｓｏｌｏ Ｌｉｖｅ ＩＫＡＲＩ
1062	engeki	声優朗読劇フォアレーゼン～黒いリボンの葬列～
1063	engeki	日生劇場ファミリーフェスティヴァル ２０２６ 音楽劇「アヤとピノッキオの冒険」
1064	owarai	桃月庵白酒 独演会 ｖｏｌ．１０
1065	engeki	ｕｎｒａｔｏ＃１４ 『夢去りて、オルフェ』
1066	engeki	2026年劇団☆新感線46周年興行・夏公演 SHINKANSEN☆RSP 怪奇骨董音楽劇『アケチコ！～蒸気の黒ダイヤ、あるいは狂気の島～』
1067	owarai	笑福亭たま名古屋独演会～２０２６秋～
1068	dento	２０２６年 茂山狂言会・秋 千五郎襲名１０周年記念
1069	engeki	ＡＵＢＡＤＥ ＨＡＬＬ Ｐｒｏｄｕｃｅ 「越中八尾おわら風の盆 前夜祭」劇場版
1070	engeki	ミュージカル「夢から醒めた夢」
1071	engeki	ミュージカル『ニコラ・テスラ～エジソンが恐れた孤高の天才～』
1072	owarai	第４０回浜北寄席 柳家喬太郎 春風亭一之輔 二人会
1073	engeki	日本列島大捜査網 THE柳沢慎吾劇場 ★ ROCK45TOUR
1074	owarai	立川寸志真打昇進披露落語会
1075	engeki	ミュージカル『民王』
1076	engeki	リーディングドラマ「すぐ死ぬんだから」
1077	engeki	兵動大樹のおしゃべり大好き。４８
1078	engeki	大竹しのぶ ＬＩＶＥ×ＡＣＴ 「ＮＡ・ＮＩ・ＭＯ・ＮＯ」
1079	engeki	沼の中の淑女たち
1080	owarai	爆笑！！お笑いスーパーライブｉｎ盛岡
1081	owarai	第二十二回高砂落語会 桂三四郎 三遊亭わん丈 二人会
1082	engeki	舞台『メイユール・ソワレ～最高の夜公演～』
1083	engeki	ノンタンのハッピーコンサート『ノンタンのわくわくピクニック』
1084	owarai	柳亭市馬・柳家三三 二人会 ｗｉｔｈ ロケット団
1085	owarai	桂文枝・春風亭小朝 東西落語名人会
1086	engeki	神津カンナプロデュース 耳で読む文学 第１７弾
