937	engeki	s**t kingz Fes 2026 会社
938	engeki	かすがい芸術劇場「もうひとつのコマツマツリ チェロとコマツin春日井」
939	engeki	まつもと市民芸術館プロデュース『松本のオフィーリア』
940	owarai	らくごDE全国ツアー VOL.14 春風亭一之輔のドッサりまわるぜ2026
941	engeki	アル☆カンパニー『その後、火を焚いて踊ろう』
942	classic	キーウ・クラシック・バレエ（島根公演）
943	classic	ステージアートの世界 身体表現の可能性Vol.2
944	owarai	マセキ芸人コレクション in 長野
945	engeki	ミュージカル『SHOWMAN～4番目の影武者』
946	engeki	ミュージカル『秘密の花園』
947	engeki	ラッパ屋　第５１回公演『特別な情熱』
948	owarai	三者三様
949	engeki	人形劇団プーク　「もうぬげない」ほか
950	owarai	天満天神繁昌亭
951	engeki	宝塚歌劇雪組公演 ミュージカル・ゴシック『ポーの一族』
952	owarai	寛平ＧＭプロデュース公演　新喜劇出前ツアー２０２６　栃木公演
953	owarai	島之内寄席
954	owarai	広島漫才選集
955	owarai	春風亭一之輔のドッサりまわるぜ２０２６
956	owarai	春風亭柳枝、柳家福多楼　二人会
957	engeki	朗読劇「朝彦と夜彦１９８７」
958	owarai	松竹芸能70周年特別企画 松原タニシの怪談七十物語
959	owarai	柳家小里ん・小もん・小ふね 親子会 子別れリレー 親子座談会付き
960	owarai	桂かい枝 独演会
961	engeki	海外劇団特別公演 ＣＥＮＥＲＥＮＴＯＬＡ〜シンデレラ〜
962	engeki	混頓 vol.9
963	owarai	熱海の夜 入船亭扇遊独演会 第２１夜 夏
964	owarai	爆笑！お笑いライブ ｉｎ 安城
965	owarai	特撰落語会
966	owarai	神戸新開地・喜楽館 ８月【昼席】
967	owarai	立川志らく独演会～全身落語家宣言～
968	owarai	第166回江戸川落語会
969	dento	第283回市民狂言会
970	owarai	第60回ひなたの会 ～林家はな平、春風亭朝枝 二人会～
971	owarai	第8回 神戸朝日ホール 昼あがり落語会 ～米輝堪能90分～
972	engeki	舞踊集団 花やから
973	engeki	超能力少年17
974	owarai	鬼越トマホーク千曲市凱旋ライブ「鬼笑祭」
975	engeki	G-Rockets アクロバットダンス・サーカス
976	owarai	Love Me Do の開運・占いトークライブ！in名古屋『8月3日午後1時7分～午後3時8分、御園座で運気が動く。』
977	owarai	Love Me Do の開運・占いトークライブ～Love SONIC 2026～
978	engeki	NODA・MAP第28回公演『華氏マイナス320°』
979	engeki	ROLL((CAKE))TIME
980	engeki	『NORA』
981	owarai	らくごDE全国ツアー Vol.14 春風亭一之輔のドッサりまわるぜ2026
982	engeki	宝塚歌劇宙組公演 ミュージカル・ロマン『黒蜥蜴』／スパーキング・イルミネイト『Diamond IMPULSE』
983	engeki	朗読劇『古事記』
984	owarai	林家あんこ「北斎の娘」を聴く会２０２６　ゲスト立花家橘之助　他
985	owarai	柳家小ふね　ひとり遊び落語会　大ネタ磨き！
986	owarai	桂 文珍 兵庫大独演会 ～ネタのオートクチュール～
