=== reconcile_pia (today=2026-08-17) 対象37件 ===

✅ id=1134 第１回狂言 万作・萬斎・裕基の会ｉｎ大阪 | 登録1=ぴあ1 一致
✅ id=2206 FULL METAL JAPAN 2026 ～P | 登録1=ぴあ1 一致
✅ id=2915 “音ぱふぇ”アカデミーコンサート「不思議の国のア | 登録1=ぴあ1 一致
✅ id=2930 和と洋の架け橋 三つの楽器が繋ぐ伝統と革新の響き | 登録1=ぴあ1 一致
✅ id=2931 第69回東北吹奏楽コンクール | 登録5=ぴあ5 一致
✅ id=3431 LCPSコンサートin奇天烈大博覧会 | 登録1=ぴあ1 一致
✅ id=3432 セントラル愛知交響楽団 第16回名曲コンサート  | 登録1=ぴあ1 一致
✅ id=3644 ファンクキッド35周年コンサート | 登録1=ぴあ1 一致
✅ id=3761 林家たけ平芸歴25周年落語会 ゲスト:林家正蔵  | 登録1=ぴあ1 一致
✅ id=3813 よしもと IMM THEATER 寄席 | 登録1=ぴあ1 一致
✅ id=3857 STARDOM in KORAKUEN 2026 | 登録1=ぴあ1 一致
✅ id=3897 鈴木雅之 2026 X’mas Private  | 登録1=ぴあ1 一致
✅ id=3919 MANSAI FANTASY BOX 野村萬斎  | 登録1=ぴあ1 一致
✅ id=3947 FUNKIST | 登録1=ぴあ1 一致
✅ id=3948 朝日名人会 第263回 | 登録1=ぴあ1 一致
✅ id=3949 STARDOM in SAKAE 2026 Oc | 登録1=ぴあ1 一致
✅ id=3950 STARDOM in SAKAE 2026 Oc | 登録1=ぴあ1 一致
✅ id=3951 STARDOM in SHIZUOKA 2026 | 登録1=ぴあ1 一致
✅ id=3952 第7回東北キャンピングカーフェア2026 | 登録1=ぴあ1 一致
✅ id=4063 桂歌之助独演会 | 登録1=ぴあ1 一致
✅ id=4206 第7回 鈴々舎美馬独演会 たっぷり美馬! | 登録1=ぴあ1 一致
✅ id=4314 古今亭文菊独演会 3席たっぷり! | 登録1=ぴあ1 一致
✅ id=4315 第4回 柳家喬太郎・柳亭左龍兄弟会 | 登録1=ぴあ1 一致
✅ id=4316 READING HIGH noir 第4回公演『 | 登録2=ぴあ2 一致
✅ id=4329 NEE | 登録4=ぴあ4 一致
✅ id=4332 宮川大聖 | 登録1=ぴあ1 一致
✅ id=4334 ONE OK ROCK | 登録2=ぴあ2 一致
✅ id=4345 こまつ座第160回公演 『頭痛肩こり樋口一葉』 | 登録4=ぴあ4 一致
✅ id=4347 笑ってノト! 2026 SUMMER | 登録2=ぴあ2 一致
✅ id=4349 ミュージカル『ジャック・ザ・リッパー』 | 登録10=ぴあ10 一致
✅ id=4351 マーチング・カーニバルin別府2026 | 登録2=ぴあ2 一致
✅ id=4435 浅井健一 | 登録1=ぴあ1 一致
✅ id=4436 GLAY | 登録2=ぴあ2 一致
✅ id=4438 yosugala | 登録1=ぴあ1 一致
✅ id=4445 東京コミコン2026 | 東京コミックコンベンシ | 登録4=ぴあ4 一致
✅ id=4448 愛の讃歌 ミュゼットで散りばめる秋のシャンソンと | 登録1=ぴあ1 一致
❌ id=4538 Juice=Juice | 登録3枠 / ぴあ買える7枠

=== 集計: OK 36 / 🚨MISSING 0 / ⚠️DROP 0 / 💤STALE 0 / ❌FETCH 0 / ❌QC 0 ===
=== QC照合カバレッジ: 照合できた枠 54/66 / 未照合 skip12(同締切の枠が複数で対を確定できない) ===
   ※未照合の枠は「正しい」と確認できていない枠。QC 0＝全部正しい、ではない。
