育成の仕分け  安全123 / 要目視43 / 増えない39

=== ✅ 安全に適用できる 123件（増加数順）===
id=756  ゴスペラーズ  枠 6→29 (+23)
id=2268  Nao Yoshioka  枠 1→4 (+3)
id=2345  SiM  枠 2→5 (+3)
id=2404  Night Tempo  枠 1→4 (+3)
id=741  堀内孝雄  枠 1→3 (+2)
id=747  Myuk  枠 2→4 (+2)
id=788  馬場俊英  枠 2→4 (+2)
id=839  南佳孝  枠 5→7 (+2)
id=844  森恵  枠 1→3 (+2)
id=1149  いぎなり東北産  枠 1→3 (+2)
id=1186  －真天地開闢集団－ジグザグ  枠 1→3 (+2)
id=1196  貴水博之  枠 3→5 (+2)
id=1201  つしまみれ  枠 1→3 (+2)
id=1214  布施明  枠 2→4 (+2)
id=1332  相川七瀬  枠 1→3 (+2)
id=1333  アナタ・ボリビア  枠 4→6 (+2)
id=1340  城 南海  枠 1→3 (+2)
id=1358  MADKID  枠 1→3 (+2)
id=1362  モノブライト  枠 1→3 (+2)
id=1477  セカンドバッカー  枠 1→3 (+2)
id=1553  スキマスイッチ  枠 4→6 (+2)
id=1602  藍坊主  枠 2→4 (+2)
id=1613  THE GOOD-BYE  枠 1→3 (+2)
id=2146  甲斐よしひろ  枠 1→3 (+2)
id=2188  milet  枠 3→5 (+2)
id=2201  WOLF HOWL HARMONY  枠 1→3 (+2)
id=2254  杉山清貴  枠 7→9 (+2)
id=2317  伊勢正三  枠 2→4 (+2)
id=2320  claquepot  枠 1→3 (+2)
id=2346  曾我泰久  枠 1→3 (+2)
id=2402  野口五郎  枠 1→3 (+2)
id=2771  ラックライフ  枠 6→8 (+2)
id=2848  荒谷翔大  枠 1→3 (+2)
id=3147  田島貴男  枠 1→3 (+2)
id=3148  Chage  枠 1→3 (+2)
id=1  さだまさし  枠 2→3 (+1)
id=516  大瀬戸千嶋  枠 1→2 (+1)
id=544  こおり健太  枠 1→2 (+1)
id=617  因幡晃  枠 3→4 (+1)
id=674  椎名慶治  枠 6→7 (+1)
id=751  吉田山田  枠 1→2 (+1)
id=752  LUCKY TAPES  枠 1→2 (+1)
id=787  夏川りみ  枠 1→2 (+1)
id=1169  Ｃａｌｍｅｒａ  枠 1→2 (+1)
id=1199  チャラン・ポ・ランタン  枠 7→8 (+1)
id=1303  堺正章 to MAGNETS  枠 1→2 (+1)
id=1365  竜馬四重奏  枠 1→2 (+1)
id=1601  藍井エイル  枠 1→2 (+1)
id=1619  826aska  枠 1→2 (+1)
id=1631  JON SPENCER  枠 1→2 (+1)
id=1634  中村雅俊  枠 1→2 (+1)
id=2156  サカグチアミ  枠 2→3 (+1)
id=2158  ザ50回転ズ  枠 12→13 (+1)
id=2168  This is LAST  枠 1→2 (+1)
id=2191  ゆうらん船  枠 1→2 (+1)
id=2207  BRADIO  枠 4→5 (+1)
id=2611  チキン ガーリック ステーキ  枠 3→4 (+1)
id=2661  ZIGGY  枠 1→2 (+1)
id=2766  小田純平  枠 1→2 (+1)
id=2768  HIPPY  枠 1→2 (+1)
id=2769  藤巻亮太  枠 2→3 (+1)
id=2813  NEK!  枠 1→2 (+1)
id=2865  織田哲郎  枠 4→5 (+1)
id=2977  小林旭  枠 1→2 (+1)
id=3168  ANIMETAL  枠 1→2 (+1)
id=3421  CiON  枠 1→2 (+1)
id=3425  Lonesome_Blue  枠 1→2 (+1)
id=3484  マカロニえんぴつ  枠 3→4 (+1)

=== ⚠️ 要目視 43件（別グループ/対バン/ジョイントが混ざる恐れ）===
id=749  森山良子  枠 1→14 (+13)
id=668  佐藤竹善  枠 6→18 (+12)
id=511  歌心りえ  枠 3→11 (+8)
id=582  南こうせつ  枠 4→12 (+8)
id=1191  四星球  枠 1→9 (+8)
id=1640  フォレスタ  枠 1→7 (+6)
id=2316  UNCHAIN  枠 1→7 (+6)
id=3141  林部智史  枠 7→13 (+6)
id=714  鈴木康博  枠 2→7 (+5)
id=801  八神純子  枠 1→6 (+5)
id=1236  サニーデイ・サービス  枠 1→6 (+5)
id=1346  SCOOBIE DO  枠 1→6 (+5)
id=538  クミコ  枠 1→5 (+4)
id=615  稲垣潤一  枠 11→15 (+4)
id=2152  きのホ。  枠 1→5 (+4)
id=2216  JOURNEY  枠 1→5 (+4)
id=2405  純烈  枠 1→5 (+4)
id=3420  岩崎宏美  枠 2→6 (+4)
id=3518  EXILE  枠 3→7 (+4)
id=579  二見颯一  枠 1→4 (+3)
id=1151  石井竜也  枠 4→7 (+3)
id=3133  NIGHTMARE  枠 1→4 (+3)
id=554  倍賞千恵子  枠 1→3 (+2)
id=620  イルカ  枠 11→13 (+2)
id=753  渡辺真知子  枠 3→5 (+2)
id=1311  タブレット純  枠 1→3 (+2)
id=2324  Do As Infinity  枠 1→3 (+2)
id=2341  GANG PARADE  枠 1→3 (+2)
id=2746  かわにしなつき  枠 4→6 (+2)
id=2832  MAX  枠 1→3 (+2)
id=3126  PEDRO  枠 6→8 (+2)
id=508  岩崎良美  枠 1→2 (+1)
id=664  古謝美佐子  枠 1→2 (+1)
id=742  松崎しげる  枠 1→2 (+1)
id=748  May J.  枠 2→3 (+1)
id=836  Maki  枠 11→12 (+1)
id=1218  三浦祐太朗  枠 1→2 (+1)
id=1626  ゆあさみちるの夜の音楽室～出張編・夏～  枠 7→8 (+1)
id=2174  のん  枠 1→2 (+1)
id=2299  大黒摩季  枠 1→2 (+1)
id=3278  SPECIAL OTHERS  枠 11→12 (+1)
id=3279  TAGRIGHT  枠 1→2 (+1)
id=3423  LOLOET  枠 1→2 (+1)

=== 増えない 39件（適用しない）===
id=564  SINON  枠 3→2
id=632  尾崎亜美  枠 8→8
id=660  加藤登紀子  枠 2→2
id=849  山本リンダ  枠 8→8
id=892  高田漣  枠 1→1
id=897  DANCE☆MAN&THE BANDMAN  枠 1→1
id=922  Rei  枠 6→4
id=1190  杉田二郎  枠 1→1
id=1215  冬にわかれて  枠 1→1
id=1242  仙台貨物  枠 2→1
id=1248  パール兄弟  枠 1→1
id=1287  indigo la End  枠 8→5
id=1295  キズ  枠 7→7
id=1395  あすなろ白昼夢  枠 1→1
id=1489  超☆社会的サンダル  枠 4→4
id=1638  林ゆうき  枠 1→1
id=1656  Summer Eye  枠 3→3
id=2116  二階堂和美  枠 1→1
id=2147  CASIOPEA  枠 1→1
id=2153  筋肉少女帯  枠 2→2
id=2164  SUDAN ARCHIVES  枠 1→1
id=2190  山口洋（HEATWAVE）  枠 1→1
id=2327  持田香織  枠 2→2
id=2329  WILD BLUE  枠 2→2
id=2337  あたらよ  枠 5→5
id=2401  木根尚登  枠 2→2
id=2605  ザ・シスターズハイ  枠 1→1
id=2606  奥華子  枠 10→10
id=2752  Chevon  枠 1→1
id=2770  maya ongaku  枠 1→1
id=3118  沢田研二  枠 6→5
id=3142  森俊之（key）  枠 1→1
id=3174  カラフルピーチ  枠 3→3
id=3271  MUCC  枠 1→1
id=3475  キュウソネコカミ  枠 6→6
id=3526  dustbox  枠 1→1
id=3531  ハンバートハンバート  枠 3→3
id=3535  真心ブラザーズ  枠 7→7
id=3542  BIGMAMA  枠 1→1

SAFE_IDS=1,491,516,527,544,549,558,571,586,588,591,612,617,659,674,688,690,698,736,741,747,751,752,756,761,787,788,811,834,839,844,1149,1157,1164,1169,1181,1186,1196,1199,1201,1214,1221,1291,1303,1332,1333,1340,1358,1362,1365,1416,1464,1477,1553,1586,1601,1602,1613,1619,1625,1630,1631,1634,2117,2140,2146,2156,2158,2168,2175,2181,2188,2191,2193,2194,2195,2201,2202,2203,2207,2210,2254,2267,2268,2317,2320,2325,2336,2342,2343,2345,2346,2402,2404,2407,2611,2660,2661,2743,2766,2768,2769,2771,2772,2813,2848,2859,2865,2977,2987,2990,3117,3139,3146,3147,3148,3168,3371,3421,3422,3425,3474,3484
