URL: https://t.pia.jp/pia/event/event.do?eventBundleCd=b2670118
全65券種 / 買える(受付中・発売前)6件
  [発売前] 2026-09-23 大阪府 パナソニックスタジアム吹田 | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 ３回戦／パナスタ | 10:00より発売
  [発売前] 2026-09-23 千葉県 三協フロンテア柏スタジアム | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 ３回戦／三協Ｆ柏 | 10:00より発売
  [発売前] 2026-09-23 京都府 サンガスタジアム ｂｙ ＫＹＯＣＥＲＡ | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 ３回戦／サンガＳ | 10:00より発売
  [発売前] 2026-09-23 東京都 町田ＧＩＯＮスタジアム | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 ３回戦／Ｇスタ | 10:00より発売
  [発売前] 2026-09-23 兵庫県 ノエビアスタジアム神戸 | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 ３回戦／ノエスタ | 10:00より発売
  [発売前] 2026-09-23 茨城県 メルカリスタジアム | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 ３回戦／メルスタ | 10:00より発売
  [受付終了] 2026-08-26 佐賀県 駅前不動産スタジアム | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 ２回戦／駅スタ | 
  [受付終了] 2026-08-19 徳島県 鳴門・大塚スポーツパーク ポカリスエットスタジアム | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 １回戦／鳴門大塚 | 
  [受付終了] 2026-08-19 三重県 三重交通Ｇ スポーツの杜 鈴鹿 サッカー・ラグビー場 | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 １回戦／三交鈴鹿 | 
  [受付終了] 2026-08-19 奈良県 ロートフィールド奈良 | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 １回戦／ロートＦ | 
  [受付終了] 2026-08-19 石川県 石川県西部緑地公園陸上競技場 | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 １回戦／石川西部 | 
  [受付終了] 2026-08-19 宮城県 ユアテックスタジアム仙台 | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 １回戦／ユアスタ | 
  [受付終了] 2026-08-19 岐阜県 ヒマラヤスタジアム岐阜 | 一般発売 ／ 天皇杯 JFA 第106回全日本サッカー選手権大会 １回戦／ヒマスタ | 
