id4052 LiSA [jpop]
  2026年11月3日(火)〜2027年1月17日(日) 全国ツアー
  会場=全国ツアー（帯広市民文化ホール 大ホール／札幌文化芸術劇場hitaru／iichiko グランシアタ／盛岡市民文化ホール 大ホール／仙台サンプラザホール／松山市民会館 大ホール）
  pia=https://t.pia.jp/pia/event/event.do?eventCd=2629063

  3次プレリザーブ（北海道 11/13〜11/15公演）〜8/26 11:00 | 〜2026-08-26 | start=None
  3次プレリザーブ【車椅子席】（北海道 11/13〜11/15公演）〜8/26 11:00 | 〜2026-08-26 | start=None
  2次プレリザーブ（愛媛 11/23公演）〜8/31 23:59 | 〜2026-08-31 | start=None
  2次プレリザーブ【車椅子席】（愛媛 11/23公演）〜8/31 23:59 | 〜2026-08-31 | start=None
  2次プレリザーブ（大分 11/3公演）〜9/1 23:59 | 〜2026-09-01 | start=None
  2次プレリザーブ【車椅子席】（大分 11/3公演）〜9/1 23:59 | 〜2026-09-01 | start=None
  4次プレリザーブ（北海道 11/13〜11/15公演）8/28 11:00発売 | 〜2026-09-01 | start=2026-08-28
  4次プレリザーブ【車椅子席】（北海道 11/13〜11/15公演）8/28 11:00発売 | 〜2026-09-01 | start=2026-08-28
  2次プレリザーブ（岩手・宮城 R9年 1/16〜1/17公演）〜9/7 11:00 | 〜2026-09-07 | start=None
  2次プレリザーブ（岩手 R9年 1/17公演）〜9/7 11:00 | 〜2026-09-07 | start=None
  一般発売（宮城 R9年 1/16公演）10/3 10:00発売 | 〜2026-10-03 | start=2026-10-03
  一般発売（岩手 R9年 1/17公演）10/3 10:00発売 | 〜2026-10-03 | start=2026-10-03
  一般発売（福岡 11/1公演）9/5 10:00発売 | 〜2026-09-05 | start=2026-09-05
