=== 隠れ枠スキャン (today=2026-08-23) ===
  対象エントリ 135件 / 隠れ枠 284枠
  id=3126  PEDRO                          隠れ19/全19枠
  id=3475  キュウソネコカミ                       隠れ17/全20枠
  id=4878  KOTOKO LIVE TOUR 2026 "The B   隠れ16/全16枠
  id=3738  小山田壮平                          隠れ12/全12枠
  id=3487  May’n                          隠れ8/全8枠
  id=2175  花冷え。                           隠れ7/全7枠
  id=2642  第108回全国高等学校野球選手権大会             隠れ7/全7枠
  id=3513  大相撲九月場所                        隠れ7/全7枠
  id=277   劇団四季『アラジン』東京公演                 隠れ6/全19枠
  id=1287  indigo la End                  隠れ6/全6枠
  id=3117  佐野元春&THE COYOTE BAND           隠れ6/全8枠
  id=3741  MONKEY MAJIK                   隠れ5/全5枠
  id=4704  タクフェス第14弾『北の島から』               隠れ5/全5枠
  id=4910  舞台「桶狭間の義経」                     隠れ5/全5枠
  id=3249  ミュージカル『新テニスの王子様』The Final St   隠れ4/全4枠
  id=3250  ミュージカル『ジョン&ジェン』                隠れ4/全4枠
  id=3533  布袋寅泰                           隠れ4/全32枠
  id=4358  「劇場版 魔法少女まどか☆マギカ〈ワルプルギスの廻天〉」   隠れ4/全4枠
  id=4912  弁論2026                         隠れ4/全4枠
  id=1     さだまさし                          隠れ3/全13枠
  … 他 115件

(走査のみ。ぴあ再パースするなら --build)
