=== 隠れ枠スキャン (today=2026-08-09) ===
  対象エントリ 166件 / 隠れ枠 285枠
  id=3861  HY                             隠れ14/全14枠
  id=2250  オレンジスパイニクラブ                    隠れ11/全11枠
  id=1553  スキマスイッチ                        隠れ10/全12枠
  id=2343  Cornelius                      隠れ7/全7枠
  id=3513  大相撲九月場所                        隠れ7/全7枠
  id=3674  シルク・ドゥ・ソレイユ アース製薬 クーザ 東京公演     隠れ7/全7枠
  id=2207  BRADIO                         隠れ6/全8枠
  id=2772  Rayflower                      隠れ6/全10枠
  id=2942  Gecko Market 2026              隠れ6/全6枠
  id=674   椎名慶治                           隠れ5/全6枠
  id=2194  LINDBERG                       隠れ5/全13枠
  id=2771  ラックライフ                         隠れ5/全5枠
  id=2337  あたらよ                           隠れ4/全4枠
  id=2345  SiM                            隠れ4/全4枠
  id=3543  シンガーズハイ                        隠れ4/全5枠
  id=3747  川口千里「E-magination」リリースライブ!     隠れ4/全4枠
  id=3769  流白浪燦星 碧翠の麗城（ルパン三世 へきすいのれいじょう   隠れ4/全5枠
  id=20    Dannie May                     隠れ3/全3枠
  id=2344  さらさ                            隠れ3/全3枠
  id=2348  トリプルファイヤー                      隠れ3/全3枠
  … 他 146件

(走査のみ。ぴあ再パースするなら --build)
