tmp/x0918\post01.txt  ?q=GLAY → 1件
        id4436   GLAY
tmp/x0918\post02.txt  ?q=角野隼斗 → 4件
        id5169   アラン・ギルバート指揮 NDRエルプフィルハーモニー管弦楽団 角野隼斗（p）
        id5212   NDRエルプフィルハーモニー管弦楽団／アラン・ギルバート（指揮）／角野隼斗（p）
        id6988   アラン・ギルバート指揮 NDRエルプフィルハーモニー管弦楽団／ピアノ:角野隼斗
tmp/x0918\post03.txt  ?q=世良公則 → 3件
        id5291   世良公則
        id6287   世良公則 KNOCK KNOCK 2027 with 渡辺美里&NAOTO
        id6288   世良公則 KNOCK KNOCK 2026 with 渡辺美里&NAOTO
tmp/x0918\post04.txt  ?genre=jpop → 1672件
tmp/x0918\post05.txt  ?genre=classic → 1459件
tmp/x0918\post06.txt  ?genre=owarai → 773件
tmp/x0918\post07.txt  ?genre=engeki → 372件
tmp/x0918\post08.txt  ?genre=sports → 501件
tmp/x0918\post09.txt  ?genre=art → 187件
